family,probability,sample_size,p2_type7_bias,p2_type7_mae,adaptive_type7_bias,adaptive_type7_mae,adaptive_over_p2_type7_mae,p2_true_bias,p2_true_mae,adaptive_true_bias,adaptive_true_mae,adaptive_over_p2_true_mae
"Student-t(df=3), unit variance",0.01,5000,-0.0225615018704673,0.07739159673086718,1.47993392464354,1.4840806194121814,19.17625016283279,-0.0012800097968548364,0.12193047149689087,1.5012154167171523,1.5113968124112531,12.395562765045097
"Student-t(df=3), unit variance",0.01,10000,-0.0250449302332054,0.05084400007297999,1.4568719849316327,1.46191168800419,28.752885018995453,-0.0330290441687605,0.09019102829397423,1.4488878709960775,1.4589805331091275,16.176559472785208
"Student-t(df=3), unit variance",0.05,20,0.004672141726016693,0.2957637416497496,0.6992500954807468,0.7664030564460184,2.591267787495098,0.21131245882824862,0.5299306419063752,0.9058904125829788,0.9884932793392988,1.865325763732567
"Student-t(df=3), unit variance",0.05,50,-0.20730838197844426,0.2650946140327948,0.6485106368323162,0.6963857452189407,2.626932832112504,-0.07957356775673152,0.38664295335376087,0.7762454510540289,0.8587248921840971,2.2209764454142333
"Student-t(df=3), unit variance",0.05,100,-0.1595582323646596,0.2055287590626289,0.6537416243212,0.7314532795275918,3.558885300838617,-0.11978892729047477,0.276546131439608,0.6935109293953848,0.7703868678579947,2.7857445115851545
"Student-t(df=3), unit variance",0.05,250,-0.013482313373179238,0.1097461644137487,0.5826384878481514,0.6436412726527688,5.86481792863583,0.0101867060401271,0.16809819894582653,0.6063075072614578,0.6760735973679542,4.021896734216851
"Student-t(df=3), unit variance",0.05,500,-0.019922213690295593,0.06370606265821618,0.5261522302890927,0.5797465104528257,9.100334980097152,0.0013435353837363579,0.11179337174793776,0.5474179793631246,0.6130067242395091,5.483390604066088
"Student-t(df=3), unit variance",0.05,1000,-0.010935038927366894,0.04517151862386722,0.48201842346625057,0.53868461655291,11.925315618419033,0.004533546502822419,0.08965262324920979,0.4974870088964399,0.5590489157549131,6.235722899049032
"Student-t(df=3), unit variance",0.05,2500,-0.01353536927559502,0.02707025615542589,0.4260000369881686,0.48196183874779486,17.804110754644327,-0.00047135414351239804,0.04656475291277762,0.4390640521202512,0.49624265482790275,10.657044734188444
"Student-t(df=3), unit variance",0.05,5000,-0.010785021581371785,0.01921767311798962,0.39124626062537643,0.44497555307549863,23.154496922884906,-0.0011010454554833155,0.03668625749004949,0.40093023675126493,0.4546566261740225,12.393104592294275
"Student-t(df=3), unit variance",0.05,10000,-0.006924860487000866,0.011617797196632852,0.3631770996150028,0.4140706753516253,35.64106588739852,-0.00360681734055536,0.02503163721878914,0.3664951427614483,0.4166150261915952,16.643538836479998
"Student-t(df=3), unit variance",0.5,20,-0.026954415666957325,0.07015003343446043,0.017135081291211097,0.2502425924618127,3.5672483705315496,-0.02773924306586432,0.13995968925330313,0.0163502538923041,0.2692182410815124,1.9235412890512593
"Student-t(df=3), unit variance",0.5,50,-0.018415326980319637,0.04708235615157373,0.019593908156309958,0.17258140636387406,3.6655218742298543,-0.025662646787739628,0.08404616198776842,0.01234658834888997,0.17743862849792183,2.1112044179214893
"Student-t(df=3), unit variance",0.5,100,-0.008329870069130593,0.028702173558406187,0.017601264052989906,0.1316505441573193,4.586779600138052,-0.016301878775875932,0.06761912775483284,0.009629255346244564,0.1253759511066927,1.8541491922414202
"Student-t(df=3), unit variance",0.5,250,-0.0029137511311854865,0.016350065217884627,0.010731314277234899,0.08569952874990328,5.241540483652645,-0.009075899520464698,0.04187254732237374,0.00456916588795569,0.08642153070118486,2.0639186347043013
"Student-t(df=3), unit variance",0.5,500,-0.0036272995776898227,0.010308464022635647,0.010224705790333698,0.06458401889330673,6.265144715205983,-0.012484791946141698,0.030098176997045943,0.0013672134218818202,0.06492952110893865,2.1572576011932987
"Student-t(df=3), unit variance",0.5,1000,-0.001264104957732951,0.006127949717266774,0.004453046868917792,0.047357130448001605,7.72805467292968,-0.003397037968440294,0.020679281739959178,0.002320113858210448,0.04934324998157747,2.386120108138479
"Student-t(df=3), unit variance",0.5,2500,-0.0018815024658090263,0.003529282720716192,0.0028196737687183012,0.03317638223891834,9.40031866650397,-0.004137193107688219,0.011977007271045179,0.0005639831268391057,0.03405542804733584,2.8434004652953657
"Student-t(df=3), unit variance",0.5,5000,-0.001436937633557269,0.002158906995047029,0.0015362292733237903,0.025586120313546595,11.851423137840746,-0.0024312998580302415,0.00824333497170424,0.0005418670488508186,0.025516911091475303,3.0954596870154725
"Student-t(df=3), unit variance",0.5,10000,-0.0007893186381574345,0.0013155476175781497,0.0004364595262093488,0.019132366585184718,14.543271812848817,-0.00023009966988066067,0.005685387111884323,0.000995678494486122,0.019238577665833874,3.3838641568696244
"Student-t(df=3), unit variance",0.95,20,0.0817803219366271,0.3513622287546555,-0.6051215807931432,0.7301889082539285,2.0781656322079938,-0.19863732281240173,0.5476861766208785,-0.8855392255421719,0.9768493343692356,1.7835931890708174
"Student-t(df=3), unit variance",0.95,50,0.1954148517600848,0.24789900989103036,-0.6614657977961637,0.7550594078203663,3.0458347056419055,0.10384873911115144,0.375486445743762,-0.7530319104450971,0.8376799247026767,2.230919209462818
"Student-t(df=3), unit variance",0.95,100,0.12578933256137786,0.17328018781701549,-0.622592648553981,0.7111573240629796,4.104089065357918,0.07064626596453245,0.24751013154146548,-0.6777357151508265,0.7580815341617958,3.0628303150281107
"Student-t(df=3), unit variance",0.95,250,0.013397564119062885,0.09233045068513647,-0.5565137015216644,0.6261514426012971,6.781635288845136,-0.02422527299839321,0.15063803658133523,-0.5941365386391204,0.6690305270910522,4.441312050225887
"Student-t(df=3), unit variance",0.95,500,0.008164501252319396,0.0638529488595081,-0.5065713880730944,0.577330552866926,9.041564456751914,-0.02466984760295434,0.11284010267771565,-0.5394057369283682,0.6095615614220378,5.4019940336550025
"Student-t(df=3), unit variance",0.95,1000,0.01662826037656695,0.04552331297169012,-0.48324437574094026,0.5465488760280448,12.005911704359713,0.010234529188879612,0.07404665567075037,-0.4896381069286275,0.5552606689923317,7.498794698592562
"Student-t(df=3), unit variance",0.95,2500,0.012380621322499796,0.02707637595829691,-0.43422572049181796,0.492387122876487,18.185119147217584,0.014684166347614366,0.05200664607483928,-0.43192217546670336,0.4923339685779715,9.466750996968479
"Student-t(df=3), unit variance",0.95,5000,0.008023079607861087,0.017759757659891733,-0.39035747590241165,0.4476472459818055,25.205706888262487,0.004271331844406243,0.03728030087467332,-0.3941092236658666,0.4504757286476508,12.083478890420789
